id,label,item_id,kind,course_id,section_index,section_slug,section_title,section_chunk_index,week,order,tags,source_path,metrics
0,Biochemical Reactions, Enzymes, and ATP,biochemistry-biochemical-reactions-enzymes-and-atp,lecture,7.01sc-fall-2011,1,biochemistry,Biochemistry,0,1,0,,pages/biochemistry/biochemical-reactions-enzymes-and-atp,
1,Photosynthesis,biochemistry-chemiosmotic-principle-photosynthesis,lecture,7.01sc-fall-2011,1,biochemistry,Biochemistry,0,1,1,,pages/biochemistry/chemiosmotic-principle-photosynthesis,
2,Covalent Bonds, Hydrogen Bonds,biochemistry-covalent-bonds-hydrogen-bonds,lecture,7.01sc-fall-2011,1,biochemistry,Biochemistry,0,1,2,,pages/biochemistry/covalent-bonds-hydrogen-bonds,
3,Exam 1,biochemistry-exam-1,exam,7.01sc-fall-2011,1,biochemistry,Biochemistry,1,1,3,,pages/biochemistry/exam-1,
4,Macromolecules: Lipids, Carbohydrates, Nucleic Acid,biochemistry-macromolecules-lipids-carbohydrates-nucleic-acid,lecture,7.01sc-fall-2011,1,biochemistry,Biochemistry,0,1,4,,pages/biochemistry/macromolecules-lipids-carbohydrates-nucleic-acid,
5,Proteins, Levels of Structure, Non-Covalent Forces,biochemistry-proteins-levels-of-structure-non-covalent-forces,lecture,7.01sc-fall-2011,1,biochemistry,Biochemistry,0,1,5,,pages/biochemistry/proteins-levels-of-structure-non-covalent-forces,
6,Glycolysis, Respiration, and Fermentation,biochemistry-respiration-and-fermentation,lecture,7.01sc-fall-2011,1,biochemistry,Biochemistry,1,1,6,,pages/biochemistry/respiration-and-fermentation,
7,Types of Organisms, Cell Composition,biochemistry-types-of-organisms-cell-composition,lecture,7.01sc-fall-2011,1,biochemistry,Biochemistry,1,1,7,,pages/biochemistry/types-of-organisms-cell-composition,
8,Biochemical Genetics,genetics-biochemical-genetics,recitation,7.01sc-fall-2011,2,genetics,Genetics,0,2,8,,pages/genetics/biochemical-genetics,
9,Exam 3,genetics-exam-3,exam,7.01sc-fall-2011,2,genetics,Genetics,0,3,9,,pages/genetics/exam-3,
10,Linkage and Recombination, Genetic Maps,genetics-linkage-and-recombination-genetic-maps,lecture,7.01sc-fall-2011,2,genetics,Genetics,0,2,10,,pages/genetics/linkage-and-recombination-genetic-maps,
11,Mendel's Laws,genetics-mendels-laws,lecture,7.01sc-fall-2011,2,genetics,Genetics,0,2,11,,pages/genetics/mendels-laws,
12,Pedigrees,genetics-pedigrees,exam,7.01sc-fall-2011,2,genetics,Genetics,0,2,12,,pages/genetics/pedigrees,
13,Alternative Approaches to Molecular Biology,molecular-biology-alternative-approaches-to-molecular-biology,lecture,7.01sc-fall-2011,3,molecular-biology,Molecular Biology,0,3,13,,pages/molecular-biology/alternative-approaches-to-molecular-biology,
14,DNA Replication,molecular-biology-dna-replication,lecture,7.01sc-fall-2011,3,molecular-biology,Molecular Biology,0,3,14,,pages/molecular-biology/dna-replication,
15,DNA Structure, Classic Experiments,molecular-biology-dna-structure-classic-experiments,lecture,7.01sc-fall-2011,3,molecular-biology,Molecular Biology,0,3,15,,pages/molecular-biology/dna-structure-classic-experiments,
16,Exam 2,molecular-biology-exam-2,exam,7.01sc-fall-2011,3,molecular-biology,Molecular Biology,0,2,16,,pages/molecular-biology/exam-2,
17,Gene Regulation and the Lac Operon,molecular-biology-gene-regulation-and-the-lac-operon,exam,7.01sc-fall-2011,3,molecular-biology,Molecular Biology,0,3,17,,pages/molecular-biology/gene-regulation-and-the-lac-operon,
18,Agarose Gel Electrophoresis, DNA Sequencing, PCR,recombinant-dna-agarose-gel-electrophoresis-dna-sequencing-pcr,lecture,7.01sc-fall-2011,4,recombinant-dna,Recombinant Dna,0,4,18,,pages/recombinant-dna/agarose-gel-electrophoresis-dna-sequencing-pcr,
19,Basic Mechanics of Cloning: Restriction Enzymes & Cloning Vectors,recombinant-dna-basic-mechanics-of-cloning,recitation,7.01sc-fall-2011,4,recombinant-dna,Recombinant Dna,0,4,19,,pages/recombinant-dna/basic-mechanics-of-cloning,
20,cDNA Libraries and Expression Libraries,recombinant-dna-cdna-libraries-and-expression-libraries,lecture,7.01sc-fall-2011,4,recombinant-dna,Recombinant Dna,0,4,20,,pages/recombinant-dna/cdna-libraries-and-expression-libraries,
21,Constructing and Screening a Recombinant DNA Library,recombinant-dna-constructing-and-screening-a-recombinant-dna-library,lecture,7.01sc-fall-2011,4,recombinant-dna,Recombinant Dna,0,4,21,,pages/recombinant-dna/constructing-and-screening-a-recombinant-dna-library,
22,Development of Recombinant DNA,recombinant-dna-development-of-recombinant-dna,lecture,7.01sc-fall-2011,4,recombinant-dna,Recombinant Dna,0,4,22,,pages/recombinant-dna/development-of-recombinant-dna,
