id,label,item_id,kind,course_id,section_index,section_slug,section_title,section_chunk_index,week,order,tags,source_path,metrics
0,The Agricultural Revolution: Crash Course World History #1,Yocja_N5s1I,lecture,crashcourse_history,,,,,1,0,history,https://youtu.be/Yocja_N5s1I,{"views": 17000000, "likes": 0, "duration": 671}
1,Indus Valley Civilization: Crash Course World History #2,n7ndRwqJYDM,lecture,crashcourse_history,,,,,2,1,history,https://youtu.be/n7ndRwqJYDM,{"views": 8800000, "likes": 0, "duration": 575}
2,Mesopotamia: Crash Course World History #3,sohXPx_XZ6Y,lecture,crashcourse_history,,,,,3,2,history,https://youtu.be/sohXPx_XZ6Y,{"views": 8700000, "likes": 0, "duration": 726}
3,Ancient Egypt: Crash Course World History #4,Z3Wvw6BivVI,lecture,crashcourse_history,,,,,4,3,history,https://youtu.be/Z3Wvw6BivVI,{"views": 8300000, "likes": 0, "duration": 715}
4,The Persians & Greeks: Crash Course World History #5,Q-mkVSasZIM,lecture,crashcourse_history,,,,,5,4,history,https://youtu.be/Q-mkVSasZIM,{"views": 8400000, "likes": 0, "duration": 699}
5,Buddha and Ashoka: Crash Course World History #6,8Nn5uqE3C9w,lecture,crashcourse_history,,,,,6,5,history,https://youtu.be/8Nn5uqE3C9w,{"views": 7000000, "likes": 0, "duration": 737}
6,2,000 Years of Chinese History! The Mandate of Heaven and Confucius: World History #7,ylWORyToTo4,lecture,crashcourse_history,,,,,7,6,history,https://youtu.be/ylWORyToTo4,{"views": 8600000, "likes": 0, "duration": 732}
7,Alexander the Great: Crash Course World History #8,0LsrkWDCvxg,lecture,crashcourse_history,,,,,8,7,history,https://youtu.be/0LsrkWDCvxg,{"views": 6400000, "likes": 0, "duration": 662}
8,The Silk Road and Ancient Trade: Crash Course World History #9,vfe-eNq-Qyg,lecture,crashcourse_history,,,,,9,8,history,https://youtu.be/vfe-eNq-Qyg,{"views": 5900000, "likes": 0, "duration": 631}
9,The Roman Empire. Or Republic. Or...Which Was It?: Crash Course World History #10,oPf27gAup9U,lecture,crashcourse_history,,,,,10,9,history,https://youtu.be/oPf27gAup9U,{"views": 8100000, "likes": 0, "duration": 746}
10,Christianity from Judaism to Constantine: Crash Course World History #11,TG55ErfdaeY,lecture,crashcourse_history,,,,,11,10,history,https://youtu.be/TG55ErfdaeY,{"views": 10000000, "likes": 0, "duration": 697}
11,Fall of The Roman Empire...in the 15th Century: Crash Course World History #12,3PszVWZNWVA,lecture,crashcourse_history,,,,,12,11,history,https://youtu.be/3PszVWZNWVA,{"views": 8900000, "likes": 0, "duration": 764}
12,Islam, the Quran, and the Five Pillars: Crash Course World History #13,TpcbfxtdoI8,lecture,crashcourse_history,,,,,13,12,history,https://youtu.be/TpcbfxtdoI8,{"views": 12000000, "likes": 0, "duration": 773}
13,The Dark Ages...How Dark Were They, Really?: Crash Course World History #14,QV7CanyzhZg,lecture,crashcourse_history,,,,,14,13,history,https://youtu.be/QV7CanyzhZg,{"views": 8500000, "likes": 0, "duration": 728}
14,The Crusades - Pilgrimage or Holy War?: Crash Course World History #15,X0zudTQelzI,lecture,crashcourse_history,,,,,15,14,history,https://youtu.be/X0zudTQelzI,{"views": 7800000, "likes": 0, "duration": 693}
15,Mansa Musa and Islam in Africa: Crash Course World History #16,jvnU0v6hcUo,lecture,crashcourse_history,,,,,16,15,history,https://youtu.be/jvnU0v6hcUo,{"views": 5500000, "likes": 0, "duration": 631}
16,Wait For It...The Mongols!: Crash Course World History #17,szxPar0BcMo,lecture,crashcourse_history,,,,,17,16,history,https://youtu.be/szxPar0BcMo,{"views": 8700000, "likes": 0, "duration": 691}
17,Int'l Commerce, Snorkeling Camels, and The Indian Ocean Trade: Crash Course World History #18,a6XtBLDmPA0,lecture,crashcourse_history,,,,,18,17,history,https://youtu.be/a6XtBLDmPA0,{"views": 3600000, "likes": 0, "duration": 615}
18,Venice and the Ottoman Empire: Crash Course World History #19,UN-II_jBzzo,lecture,crashcourse_history,,,,,19,18,history,https://youtu.be/UN-II_jBzzo,{"views": 4400000, "likes": 0, "duration": 612}
19,Russia, the Kievan Rus, and the Mongols: Crash Course World History #20,etmRI2_9Q_A,lecture,crashcourse_history,,,,,20,19,history,https://youtu.be/etmRI2_9Q_A,{"views": 5300000, "likes": 0, "duration": 647}
20,Columbus, Vasco da Gama, and Zheng He - 15th Century Mariners: Crash Course World History #21,NjEGncridoQ,lecture,crashcourse_history,,,,,21,20,history,https://youtu.be/NjEGncridoQ,{"views": 4200000, "likes": 0, "duration": 638}
21,The Renaissance: Was it a Thing? - Crash Course World History #22,Vufba_ZcoR0,lecture,crashcourse_history,,,,,22,21,history,https://youtu.be/Vufba_ZcoR0,{"views": 7000000, "likes": 0, "duration": 693}
22,The Columbian Exchange: Crash Course World History #23,HQPA5oNpfM4,lecture,crashcourse_history,,,,,23,22,history,https://youtu.be/HQPA5oNpfM4,{"views": 5300000, "likes": 0, "duration": 729}
23,The Atlantic Slave Trade: Crash Course World History #24,dnV_MTFEGIY,lecture,crashcourse_history,,,,,24,23,history,https://youtu.be/dnV_MTFEGIY,{"views": 5600000, "likes": 0, "duration": 668}
24,The Spanish Empire, Silver, & Runaway Inflation: Crash Course World History #25,rjhIzemLdos,lecture,crashcourse_history,,,,,25,24,history,https://youtu.be/rjhIzemLdos,{"views": 4600000, "likes": 0, "duration": 646}
25,The Seven Years War: Crash Course World History #26,j0qbzNHmfW0,lecture,crashcourse_history,,,,,26,25,history,https://youtu.be/j0qbzNHmfW0,{"views": 4400000, "likes": 0, "duration": 740}
26,The Amazing Life and Strange Death of Captain Cook: Crash Course World History #27,2yXNrLTddME,lecture,crashcourse_history,,,,,27,26,history,https://youtu.be/2yXNrLTddME,{"views": 2800000, "likes": 0, "duration": 633}
27,Tea, Taxes, and The American Revolution: Crash Course World History #28,HlUiSBXQHCw,lecture,crashcourse_history,,,,,28,27,history,https://youtu.be/HlUiSBXQHCw,{"views": 6200000, "likes": 0, "duration": 687}
28,The French Revolution: Crash Course World History #29,lTTvKwCylFY,lecture,crashcourse_history,,,,,29,28,history,https://youtu.be/lTTvKwCylFY,{"views": 9900000, "likes": 0, "duration": 714}
29,Haitian Revolutions: Crash Course World History #30,5A_o-nU5s2U,lecture,crashcourse_history,,,,,30,29,history,https://youtu.be/5A_o-nU5s2U,{"views": 4200000, "likes": 0, "duration": 755}
30,Latin American Revolutions: Crash Course World History #31,ZBw35Ze3bg8,lecture,crashcourse_history,,,,,31,30,history,https://youtu.be/ZBw35Ze3bg8,{"views": 4900000, "likes": 0, "duration": 823}
31,Coal, Steam, and The Industrial Revolution: Crash Course World History #32,zhL5DCizj5c,lecture,crashcourse_history,,,,,32,31,history,https://youtu.be/zhL5DCizj5c,{"views": 7300000, "likes": 0, "duration": 665}
32,Capitalism and Socialism: Crash Course World History #33,B3u4EFTwprM,lecture,crashcourse_history,,,,,33,32,history,https://youtu.be/B3u4EFTwprM,{"views": 11000000, "likes": 0, "duration": 843}
33,Samurai, Daimyo, Matthew Perry, and Nationalism: Crash Course World History #34,Nosq94oCl_M,lecture,crashcourse_history,,,,,34,33,history,https://youtu.be/Nosq94oCl_M,{"views": 4400000, "likes": 0, "duration": 713}
34,Imperialism: Crash Course World History #35,alJaltUmrGo,lecture,crashcourse_history,,,,,35,34,history,https://youtu.be/alJaltUmrGo,{"views": 6800000, "likes": 0, "duration": 826}
35,Archdukes, Cynicism, and World War I: Crash Course World History #36,_XPZQ0LAlR4,lecture,crashcourse_history,,,,,36,35,history,https://youtu.be/_XPZQ0LAlR4,{"views": 6000000, "likes": 0, "duration": 705}
36,Communists, Nationalists, and China's Revolutions: Crash Course World History #37,UUCEeC4f6ts,lecture,crashcourse_history,,,,,37,36,history,https://youtu.be/UUCEeC4f6ts,{"views": 5000000, "likes": 0, "duration": 731}
37,World War II: Crash Course World History #38,Q78COTwT7nE,lecture,crashcourse_history,,,,,38,37,history,https://youtu.be/Q78COTwT7nE,{"views": 11000000, "likes": 0, "duration": 793}
38,USA vs USSR Fight! The Cold War: Crash Course World History #39,y9HjvHZfCUI,lecture,crashcourse_history,,,,,39,38,history,https://youtu.be/y9HjvHZfCUI,{"views": 7900000, "likes": 0, "duration": 736}
39,Decolonization and Nationalism Triumphant: Crash Course World History #40,T_sGTspaF4Y,lecture,crashcourse_history,,,,,40,39,history,https://youtu.be/T_sGTspaF4Y,{"views": 4100000, "likes": 0, "duration": 769}
40,Globalization I - The Upside: Crash Course World History #41,5SnR-e0S6Ic,lecture,crashcourse_history,,,,,41,40,history,https://youtu.be/5SnR-e0S6Ic,{"views": 4700000, "likes": 0, "duration": 711}
41,Globalization II - Good or Bad?: Crash Course World History #42,s_iwrt7D5OA,lecture,crashcourse_history,,,,,42,41,history,https://youtu.be/s_iwrt7D5OA,{"views": 3200000, "likes": 0, "duration": 835}
42,Crash Course Office Hours: World History,3k0v5ZvZrVQ,lecture,crashcourse_history,,,,,43,42,history,https://youtu.be/3k0v5ZvZrVQ,{"views": 314000, "likes": 0, "duration": 3472}
43,The Agricultural Revolution: Crash Course World History #1 [segment 0],Yocja_N5s1I::seg0,segment,crashcourse_history,1,,,,1,0,,https://youtu.be/Yocja_N5s1I,
44,green,kw::green,concept,crashcourse_history,,,,,,,,,
45,while,kw::while,concept,crashcourse_history,,,,,,,,,
46,world,kw::world,concept,crashcourse_history,,,,,,,,,
47,attractive,kw::attractive,concept,crashcourse_history,,,,,,,,,
48,course,kw::course,concept,crashcourse_history,,,,,,,,,
