id,label,item_id,kind,course_id,section_index,section_slug,section_title,section_chunk_index,week,order,tags,source_path,metrics
0,Exam 1,1.-vectors-and-matrices-exam-1,exam,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,4,1,0,,pages/1.-vectors-and-matrices/exam-1,
1,Exam,1.-vectors-and-matrices-exam-1-exam,exam,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,4,1,1,,pages/1.-vectors-and-matrices/exam-1/exam,
2,Practice Exam,1.-vectors-and-matrices-exam-1-practice-exam,exam,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,5,1,2,,pages/1.-vectors-and-matrices/exam-1/practice-exam,
3,Session 22: Review of Topics,1.-vectors-and-matrices-exam-1-session-22-review-of-topics,exam,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,5,22,3,,pages/1.-vectors-and-matrices/exam-1/session-22-review-of-topics,
4,Session 23: Review of Problems,1.-vectors-and-matrices-exam-1-session-23-review-of-problems,exam,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,5,23,4,,pages/1.-vectors-and-matrices/exam-1/session-23-review-of-problems,
5,Part A: Vectors, Determinants and Planes,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes,problem_set,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,3,1,5,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes,
6,Problem Set 1,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-problem-set-1,problem_set,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,4,1,6,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/problem-set-1,
7,Session 1: Vectors,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-session-1-vectors,recitation,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,0,1,7,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/session-1-vectors,
8,Session 2: Dot Products,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-session-2-dot-products,exam,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,5,2,8,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/session-2-dot-products,
9,Session 3: Uses of the Dot Product: Lengths and Angles,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-session-3-uses-of-the-dot-product-lengths-and-angles,recitation,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,0,3,9,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/session-3-uses-of-the-dot-product-lengths-and-angles,
10,Session 4: Vector Components,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-session-4-vector-components,recitation,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,0,4,10,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/session-4-vector-components,
11,Session 5: Area and Determinants in 2D,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-session-5-area-and-determinants-in-2d,recitation,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,0,5,11,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/session-5-area-and-determinants-in-2d,
12,Session 6: Volumes and Determinants in Space,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-session-6-volumes-and-determinants-in-space,recitation,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,0,6,12,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/session-6-volumes-and-determinants-in-space,
13,Session 7: Cross Products,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-session-7-cross-products,recitation,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,1,7,13,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/session-7-cross-products,
14,Session 8: Equations of Planes,1.-vectors-and-matrices-part-a-vectors-determinants-and-planes-session-8-equations-of-planes,exam,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,5,8,14,,pages/1.-vectors-and-matrices/part-a-vectors-determinants-and-planes/session-8-equations-of-planes,
15,Part B: Matrices and Systems of Equations,1.-vectors-and-matrices-part-b-matrices-and-systems-of-equations,recitation,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,1,1,15,,pages/1.-vectors-and-matrices/part-b-matrices-and-systems-of-equations,
16,Problem Set 2,1.-vectors-and-matrices-part-b-matrices-and-systems-of-equations-problem-set-2,problem_set,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,4,2,16,,pages/1.-vectors-and-matrices/part-b-matrices-and-systems-of-equations/problem-set-2,
17,Session 10: Meaning of Matrix Multiplication,1.-vectors-and-matrices-part-b-matrices-and-systems-of-equations-session-10-meaning-of-matrix-multiplication,exam,18.02sc-fall-2010,1,1.-vectors-and-matrices,1. Vectors and Matrices,6,10,17,,pages/1.-vectors-and-matrices/part-b-matrices-and-systems-of-equations/session-10-meaning-of-matrix-multiplication,
